method ConCaseRatio nmatch exptype beta ncov pfail bias bias.SE MSE MSE.se cover cover.se test.rej test.rej.se
CLR 4 30 binary0.1 0 0 0.0413 -0.038391481817541 0.00825183168517329 0.654210778850029 0.14097992088921 0.968186085323876 0.00179244818688595 0.0318139146761239 0.00179244818688595
CLR 1 40 binary0.1 0 0 0.0536 0.25556821627939 0.032840321345848 10.271034812983 1.15597373270798 0.957628909551986 0.00207059937638839 0.0423710904480135 0.00207059937638839
CLR 4 40 binary0.1 0 0 0.0141 -0.0673634570740024 0.00663887152252362 0.439025390931572 0.00673866902337291 0.956182168576935 0.0020614809554869 0.0438178314230652 0.0020614809554869
CLR 1 50 binary0.1 0 0 0.0227 0.134657008125066 0.0245039270234787 5.88565602933419 0.849088079758701 0.943415532589788 0.00233714780111925 0.0565844674102118 0.00233714780111925
CLR 4 50 binary0.1 0 0 0.0043 -0.0671435896199603 0.00597926992709854 0.360451876808215 0.00594801630422439 0.953399618358943 0.00211236017023572 0.0466003816410565 0.00211236017023572
CLR 1 10 binary0.2 0 0 0.3813 0.00753213542982224 0.00874738830455574 0.473389671168237 0.00710310428210181 0.998868595442056 0.000427388747362725 0.00113140455794408 0.000427388747362734
CLR 4 10 binary0.2 0 0 0.1113 0.260465457099673 0.0255308462806762 5.85995131186375 0.880546778644775 0.974119500393834 0.00168428219067938 0.0258804996061663 0.00168428219067937
CLR 1 20 binary0.2 0 0 0.093 0.0424184610520815 0.0141455382261768 1.81647223257994 0.413705113378289 0.970562293274531 0.00177484344537522 0.0294377067254686 0.00177484344537522
CLR 4 20 binary0.2 0 0 0.0121 -0.0485657653349085 0.00811957240833362 0.653590044860797 0.137422322460086 0.955764753517563 0.00206872726533428 0.0442352464824375 0.00206872726533428
CLR 1 30 binary0.2 0 0 0.0215 0.00408367419080767 0.0101245513378106 1.00294066171944 0.230831188544404 0.939499233520695 0.00241017311918833 0.0605007664793051 0.00241017311918833
CLR 4 30 binary0.2 0 0 0.0012 -0.0622647779420783 0.00594700244351505 0.357085514309092 0.00608955126800884 0.945835002002403 0.00226478922269151 0.0541649979975971 0.00226478922269151
CLR 1 40 binary0.2 0 0 0.0041 0.00828990462959392 0.0067853693546614 0.458547363344824 0.0074674862653802 0.939050105432272 0.00239730337090341 0.0609498945677277 0.00239730337090341
CLR 4 40 binary0.2 0 0 0 -0.0343108873970761 0.00499947824879402 0.25110006981286 0.00400855206538356 0.9491 0.00219793516737869 0.0509 0.00219793516737869
CLR 1 50 binary0.2 0 0 5e-04 -0.00563917165327109 0.00598401652361606 0.357901487083494 0.00626319056143721 0.942571285642821 0.00232718147106014 0.0574287143571786 0.00232718147106014
CLR 4 50 binary0.2 0 0 0 -0.0244052450622918 0.00443910123334139 0.19763210796532 0.00321638817532634 0.9469 0.0022423289232403 0.0531 0.0022423289232403
CLR 1 10 continuous 0.5 0 0.0109 0.263012530497655 0.0134044975880502 1.84621628596452 0.269766657498244 0.937822262663027 0.00242804999610882 0.207158022444647 0.00407496699355111
CLR 4 10 continuous 0.5 0 0 0.0602286986795669 0.00449378758627476 0.205548570723334 0.00521558439787654 0.9462 0.00225622605250449 0.295 0.00456042761152943
CLR 1 20 continuous 0.5 0 1e-04 0.0892567055150217 0.0048724786463035 0.245329758969915 0.0103128336400404 0.940694069406941 0.00236208206083558 0.351235123512351 0.00477380142762228
CLR 4 20 continuous 0.5 0 0 0.0233580237429831 0.00282946890787893 0.0805965343854133 0.00130277964222487 0.95 0.00217944947177034 0.5127 0.00499838683977141
CLR 1 30 continuous 0.5 0 0 0.0536318766102716 0.00356819230098066 0.130183609160219 0.00394065140895526 0.9444 0.00229147637997864 0.4772 0.00499479889485052
CLR 4 30 continuous 0.5 0 0 0.019693405163241 0.00228622690467654 0.0526509379701326 0.000847916197870675 0.9479 0.00222228688517032 0.6869 0.00463754665744723
CLR 1 40 continuous 0.5 0 0 0.041320397799213 0.00283638643865407 0.0821502104800632 0.00184064047458456 0.9495 0.00218974313562116 0.6008 0.00489733968599279
CLR 4 40 continuous 0.5 0 0 0.0158149244587589 0.00195153345581785 0.0383311316445707 0.000618939917930773 0.9471 0.00223833844625874 0.8063 0.00395196546037538
CLR 1 50 continuous 0.5 0 0 0.0325921771062402 0.00249267704136804 0.0631904248953252 0.00160485999815158 0.9498 0.00218357413430367 0.6943 0.00460703277609352
CLR 4 50 continuous 0.5 0 0 0.00659201660973629 0.0017036062663048 0.0290632955146025 0.000436699305942899 0.9512 0.00215449669296567 0.8814 0.00323317243585924
CLR 1 10 binary0.05 0.5 0 0.8074 -0.420232205025748 0.00964599963156833 0.355707325758318 0.00983620077001815 1 0 0 0
CLR 4 10 binary0.05 0.5 0 0.4683 7.89930093654861 0.199141332078153 273.217003360288 7.27874329450813 0.994733872484484 0.000992580659551144 0.0263306375775813 0.00219585222478768
CLR 1 20 binary0.05 0.5 0 0.4361 7.57793669661615 0.199504990124846 281.830159813546 7.09737461057803 0.999113317964178 0.000396360421528303 0.000709345628657563 0.000354546999207998
CLR 4 20 binary0.05 0.5 0 0.2051 1.75475562233586 0.0817051879526222 56.1379308387129 2.95622257947203 0.97043653289722 0.00189978739981717 0.0824003019247704 0.00308414497121679
CLR 1 30 binary0.05 0.5 0 0.2398 6.02346371138068 0.157491554707851 224.814201184779 5.62677569938009 0.995132859773744 0.000798203320885432 0.0065772165219679 0.000927094906206084
CLR 4 30 binary0.05 0.5 0 0.0945 0.317658632706942 0.0326382668680683 9.74573903335854 1.14471122971256 0.972832689122032 0.001708433884813 0.0949751518498067 0.00308099520628839
CLR 1 40 binary0.05 0.5 0 0.131 3.75948112200047 0.120536102388247 140.375762051776 4.30240289977294 0.989643268124281 0.00108602748306249 0.0266973532796318 0.00172921171127321
CLR 4 40 binary0.05 0.5 0 0.0444 0.0461225806066958 0.018232103371714 3.17830095696663 0.597086593829208 0.964943491000419 0.0018814695885158 0.1084135621599 0.00318042723257716
CLR 1 50 binary0.05 0.5 0 0.0812 2.47229889108021 0.0968517904446203 92.2887959792028 3.46638024652214 0.984653896386591 0.00128242026356435 0.0662821070962124 0.00259534741147152
CLR 4 50 binary0.05 0.5 0 0.021 -0.0113174274408725 0.0102338212870338 1.02534080380687 0.268309180817176 0.958222676200204 0.00202214448956106 0.123493360572012 0.00332512567007964
CLR 1 10 binary0.1 0.5 0 0.587 -0.368690888596929 0.00899023339111191 0.469656491280086 0.0095277033612489 0.999515738498789 0.000342341669810136 0 0
CLR 4 10 binary0.1 0.5 0 0.2259 1.98964002725727 0.0892896686037026 65.6669391139029 3.22429075655329 0.986565043276063 0.00130852632362344 0.056323472419584 0.00262034064616581
CLR 1 20 binary0.1 0.5 0 0.248 0.758478822724734 0.0674409868013583 34.7738578273915 2.38915307446865 0.994813829787234 0.000828295629855378 0.0175531914893617 0.00151434088595323
